10	600
119	4477	57	2243
57	2242	45	1754
91	3434	179	6815
214	8028	80	3061
427	15898	382	14110
135	5060	435	16186
79	3017	77	2933
119	4457	192	7360
148	5568	179	6826
427	15891	350	12806
57	2232	340	12326
91	3451	38	1528
57	2232	148	5570
148	5565	179	6816
118	4416	340	12328
192	7359	185	7071
45	1748	326	11752
91	3451	174	6610
132	4951	185	7076
350	12806	153	5775
135	5060	427	15894
132	4954	26	1051
132	4963	118	4423
161	6110	185	7078
350	12800	303	10832
192	7365	383	14134
68	2668	350	12814
91	3451	26	1033
119	4469	57	2234
119	4464	68	2657
26	1048	185	7079
68	2654	303	10831
331	11936	192	7365
57	2242	179	6820
350	12796	128	4799
96	3609	179	6832
185	7076	179	6828
161	6110	340	12336
185	7079	435	16181
118	4417	119	4461
79	3018	161	6112
192	7359	436	16223
192	7360	340	12326
26	1047	185	7088
38	1523	427	15897
77	2941	427	15897
118	4418	331	11942
119	4476	174	6617
331	11929	303	10831
331	11936	350	12820
118	4419	350	12819
135	5061	185	7073
79	3018	135	5059
303	10827	425	15818
57	2231	179	6815
96	3607	132	4952
119	4477	383	14117
118	4416	256	9143
192	7356	153	5772
91	3451	174	6600
38	1525	179	6819
350	12801	303	10832
435	16185	383	14134
132	4952	38	1519
179	6826	383	14113
427	15894	174	6610
118	4419	135	5061
350	12806	383	14113
214	8027	68	2668
185	7087	153	5779
135	5059	148	5569
132	4957	148	5570
118	4420	185	7088
91	3434	436	16224
153	5772	340	12326
57	2240	148	5570
192	7360	179	6815
68	2659	153	5777
331	11925	303	10836
119	4459	128	4807
38	1527	153	5778
185	7075	436	16223
68	2654	256	9144
91	3451	385	14199
135	5061	185	7073
77	2941	185	7087
161	6102	153	5766
161	6114	68	2657
68	2668	268	9634
185	7078	303	10836
119	4460	179	6829
26	1035	148	5568
38	1531	350	12817
38	1527	179	6815
385	14197	326	11752
77	2938	179	6826
38	1527	26	1052
174	6598	340	12324
96	3607	303	10831
77	2941	26	1033
256	9150	435	16186
38	1525	57	2243
192	7360	45	1753
135	5061	385	14196
77	2953	132	4961
68	2668	303	10836
26	1038	179	6826
26	1050	174	6614
132	4966	382	14092
68	2668	303	10836
153	5768	45	1749
153	5765	128	4801
436	16219	340	12324
350	12801	303	10832
91	3432	385	14199
77	2932	331	11929
153	5769	128	4807
68	2668	350	12814
192	7358	435	16184
79	3018	161	6102
119	4463	153	5768
91	3434	45	1753
79	3017	303	10819
214	8021	57	2242
214	8021	68	2668
132	4963	174	6609
161	6110	340	12336
77	2941	118	4416
185	7075	153	5766
26	1047	57	2234
256	9152	179	6826
385	14198	179	6815
77	2941	350	12818
385	14199	153	5779
77	2951	132	4959
161	6112	118	4417
161	6103	256	9144
214	8017	119	4457
119	4469	128	4807
385	14196	340	12336
57	2240	303	10835
350	12817	148	5570
118	4418	26	1033
185	7076	45	1753
385	14196	436	16221
118	4417	331	11936
38	1517	435	16184
427	15894	26	1033
118	4420	119	4464
68	2669	45	1755
161	6114	303	10836
132	4952	174	6610
91	3434	436	16224
132	4952	68	2660
435	16185	383	14134
96	3603	179	6829
26	1035	153	5775
185	7076	153	5778
382	14073	128	4801
77	2932	256	9150
382	14071	340	12328
435	16184	148	5573
185	7078	153	5769
91	3451	68	2660
331	11926	350	12800
350	12800	435	16181
132	4961	331	11936
331	11939	38	1529
256	9150	303	10831
174	6598	148	5570
77	2941	350	12818
161	6114	135	5057
118	4420	135	5061
256	9152	153	5770
118	4416	38	1523
350	12818	153	5779
119	4460	148	5568
179	6820	340	12336
68	2665	128	4807
68	2668	45	1754
135	5057	425	15821
68	2659	185	7071
161	6112	326	11752
185	7071	435	16182
132	4957	382	14092
77	2932	425	15820
331	11926	436	16222
119	4457	436	16218
119	4469	45	1757
256	9144	174	6600
77	2933	119	4464
135	5061	148	5573
185	7076	436	16224
161	6109	119	4463
68	2659	326	11752
161	6113	192	7356
79	3022	45	1753
79	3018	383	14134
118	4413	153	5775
77	2932	331	11929
118	4417	68	2667
427	15900	383	14115
119	4463	340	12328
68	2662	45	1755
118	4416	435	16186
119	4460	185	7079
256	9156	71	2807
77	2932	425	15820
77	2932	331	11929
96	3607	118	4418
68	2665	135	5061
91	3435	427	15891
38	1523	174	6609
427	15891	303	10832
161	6113	436	16224
96	3603	148	5568
153	5779	435	16183
435	16181	148	5568
153	5766	435	16182
427	15889	179	6828
68	2657	340	12336
378	13910	13925
378	13900	13930
378	13913	13934
378	13909	13924
378	13933	13939
378	13928	13933
378	13902	13943
378	13897	13922
378	13930	13938
378	13904	13947
378	13914	13929
413	15372	15400
413	15374	15402
413	15366	15394
413	15373	15401
413	15375	15404
413	15377	15406
413	15371	15399
413	15376	15405
413	15368	15396
413	15369	15397
413	15367	15395
305	10889	10927
305	10889	10926
296	10521	10552
296	10520	10550
198	7583	7595
198	7570	7580
198	7577	7591
198	7583	7593
198	7564	7586
198	7567	7590
198	7556	7557
198	7567	7577
198	7564	7582
198	7558	7583
198	7555	7585
13	0527	0554
13	0529	0556
13	0523	0551
13	0536	0565
13	0525	0553
13	0534	0562
13	0528	0555
13	0522	0549
13	0521	0541
13	0526	0554
13	0532	0559
293	10410	10422
293	10411	10424
293	10406	10439
293	10415	10431
293	10413	10429
293	10407	10420
293	10416	10433
293	10423	10436
293	10405	10419
293	10402	10417
293	10404	10418
156	5913	5929
156	5927	5934
44	1725	1740
44	1713	1736
44	1708	1733
44	1710	1735
44	1724	1740
44	1733	1744
44	1706	1732
44	1735	1745
44	1718	1737
44	1721	1738
241	8696	8707
241	8686	8705
241	8693	8709
241	8689	8714
241	8687	8714
241	8701	8707
241	8692	8695
241	8708	8713
59	2313	2347
59	2309	2345
59	2314	2348
59	2311	2346
59	2312	2347
59	2316	2349
59	2310	2345
59	2318	2351
59	2317	2350
59	2315	2349
199	7604	7622
199	7611	7627
199	7604	7627
199	7611	7622
199	7607	7618
187	7160	7191
187	7148	7173
187	7147	7171
187	7159	7191
187	7161	7191
187	7155	7186
187	7163	7193
187	7149	7178
187	7157	7188
187	7164	7195
187	7153	7182
410	15261	15267
410	15248	15273
410	15231	15271
410	15247	15273
410	15230	15256
410	15241	15271
327	11815	11818
327	11787	11806
327	11791	11809
327	11796	11812
327	11813	11819
327	11790	11808
327	11792	11810
327	11795	11811
327	11789	11807
327	11798	11813
327	11785	11805
173	6579	6594
173	6568	6582
173	6572	6583
173	6574	6584
173	6580	6596
173	6575	6585
173	6576	6589
173	6577	6592
397	14678	14706
397	14686	14711
397	14685	14710
397	14683	14709
397	14692	14716
397	14680	14707
397	14693	14717
397	14691	14715
397	14690	14715
397	14689	14713
2	0114	0098
2	0077	0091
2	0109	0072
2	0102	0067
2	0082	0098
2	0066	0068
2	0112	0069
2	0101	0071
2	0081	0096
2	0106	0067
2	0110	0097
339	12300	12316
339	12297	12313
339	12301	12317
339	12290	12303
339	12292	12307
339	12295	12312
339	12299	12315
339	12298	12314
207	7849	7854
207	7846	7853
207	7847	7851
259	9268	9311
259	9269	9279
259	9268	9300
191	7337	7353
191	7317	7339
191	7334	7350
191	7329	7346
191	7333	7349
191	7321	7341
191	7327	7345
191	7316	7339
191	7330	7347
170	6449	6469
170	6462	6478
170	6457	6472
170	6444	6467
170	6459	6473
170	6466	6484
170	6454	6471
170	6461	6475
170	6463	6480
170	6443	6466
69	2713	2720
69	2699	2702
69	2703	2711
69	2715	2717
69	2709	2736
69	2696	2711
69	2727	2731
69	2714	2731
69	2698	2713
69	2697	2712
69	2723	2731
297	10596	10603
297	10599	10604
297	10573	10579
297	10553	10586
297	10574	10593
297	10554	10565
297	10558	10588
297	10569	10584
297	10573	10592
297	10555	10584
297	10573	10578
403	14966	14984
403	14965	14986
403	14959	14982
403	14928	14986
403	14970	14985
403	14944	14984
403	14964	14984
403	14974	14984
403	14959	14983
403	14971	14983
403	14952	14984
81	3073	3101
81	3082	3106
81	3086	3110
81	3085	3109
81	3076	3104
81	3090	3112
81	3072	3100
81	3072	3099
81	3092	3113
81	3074	3102
81	3083	3107
220	8156	8161
376	13842	13857
376	13846	13859
376	13848	13862
376	13838	13854
376	13821	13848
376	13841	13856
376	13833	13852
376	13844	13858
376	13847	13861
376	13849	13864
376	13823	13849
353	12936	12953
353	12925	12949
353	12935	12952
353	12927	12955
353	12924	12948
353	12932	12950
222	8195	8211
222	8195	8214
159	6023	6044
159	6020	6043
159	6018	6042
159	6033	6052
159	6026	6048
159	6025	6046
159	6027	6048
159	6029	6050
159	6028	6049
159	6032	6051
159	6034	6053
221	8167	8173
221	8175	8180
221	8175	8176
389	14340	14365
389	14343	14372
389	14342	14370
389	14337	14357
389	14339	14364
389	14336	14355
389	14338	14358
389	14338	14359
389	14342	14371
389	14336	14356
389	14341	14367
154	5818	5841
154	5824	5847
154	5821	5844
154	5825	5848
154	5811	5838
154	5827	5849
154	5820	5843
154	5830	5851
154	5817	5840
154	5823	5846
154	5822	5845
345	12568	12581
345	12563	12579
345	12559	12594
345	12566	12587
345	12565	12585
345	12575	12577
345	12569	12579
440	16377	16403
238	8619	8631
238	8610	8634
238	8619	8624
146	5499	5528
247	8794	8797
247	8806	8807
247	8796	8817
247	8810	8815
296	10521	44	1708
339	12300	403	14944
44	1713	69	2697
397	14680	297	10569
13	0526	353	12935
13	0527	345	12569
376	13823	389	14340
81	3074	159	6029
378	13909	397	14680
2	0077	154	5827
378	13914	69	2703
410	15248	2	0110
170	6454	297	10569
191	7316	81	3086
198	7556	59	2309
81	3082	353	12936
220	8156	376	13849
44	1718	403	14928
293	10413	159	6032
198	7564	259	9268
13	0523	159	6033
173	6568	297	10569
170	6461	81	3082
198	7570	410	15261
156	5913	81	3076
44	1721	81	3085
191	7321	297	10599
339	12298	376	13833
241	8708	81	3076
170	6457	154	5817
2	0114	376	13842
13	0532	297	10558
173	6572	69	2703
13	0527	403	14952
187	7164	397	14690
293	10415	376	13849
397	14693	403	14964
327	11785	170	6449
293	10407	159	6027
198	7564	187	7147
296	10520	327	11792
378	13910	339	12298
410	15248	2	0110
59	2316	397	14685
81	3073	159	6020
339	12298	159	6034
13	0532	187	7159
187	7163	376	13838
2	0114	154	5824
327	11790	397	14690
296	10520	293	10402
154	5821	345	12575
13	0525	327	11791
241	8693	69	2723
397	14693	81	3076
159	6027	389	14341
397	14692	389	14343
397	14689	191	7317
378	13910	59	2317
339	12301	81	3086
191	7317	69	2696
378	13900	297	10558
376	13838	247	8810
410	15230	389	14338
296	10520	198	7564
293	10404	44	1713
198	7555	59	2311
410	15230	159	6025
44	1710	389	14343
241	8696	247	8794
13	0527	154	5827
403	14974	389	14341
13	0532	81	3090
397	14683	403	14974
293	10407	159	6027
173	6572	81	3086
296	10520	159	6027
44	1713	69	2697
156	5913	159	6027
69	2703	353	12932
13	0532	44	1721
410	15248	170	6461
59	2317	207	7847
198	7564	156	5913
339	12290	297	10553
296	10520	403	14944
293	10406	59	2311
198	7556	222	8195
403	14944	154	5822
241	8708	403	14944
2	0101	69	2714
403	14966	159	6023
397	14692	345	12575
44	1721	81	3085
397	14683	159	6027
397	14689	297	10599
187	7164	327	11795
44	1710	339	12295
69	2703	297	10599
410	15247	397	14689
170	6449	389	14339
170	6444	403	14959
13	0532	187	7160
187	7153	69	2697
376	13838	154	5824
187	7155	403	14971
403	14966	154	5822
378	13914	154	5818
187	7157	410	15241
397	14678	403	14959
378	13909	247	8796
378	13933	327	11791
339	12301	353	12936
198	7567	293	10405
44	1721	403	14966
170	6457	81	3085
173	6575	81	3092
170	6459	221	8175
44	1724	238	8610
198	7567	397	14690
297	10558	81	3076
198	7577	191	7330
327	11791	154	5821
410	15231	286	10199
44	1721	345	12563
198	7577	173	6579
173	6572	69	2703
222	8195	389	14340
187	7164	327	11795
410	15261	81	3090
187	7160	353	12935
170	6463	154	5827
376	13849	221	8175
413	15373	353	12924
59	2313	389	14341
198	7567	389	14340
293	10406	389	14343
170	6457	81	3085
187	7147	170	6443
241	8708	154	5817
170	6444	353	12932
170	6449	376	13838
81	3073	159	6028
187	7161	154	5827
156	5913	159	6018
378	13904	286	10199
293	10406	59	2311
170	6444	81	3072
397	14692	69	2698
198	7583	170	6461
198	7564	389	14336
44	1710	345	12575
296	10521	69	2697
296	10521	440	16377
13	0527	403	14974
187	7153	170	6454
296	10520	293	10402
293	10416	191	7327
187	7159	81	3085
187	7159	154	5817
154	5824	247	8796
187	7149	297	10553
59	2313	397	14683
187	7157	159	6025
59	2315	397	14685
159	6025	286	10199
156	5913	403	14964
296	10520	403	14966
198	7567	187	7157
2	0081	376	13847
198	7577	297	10573
297	10558	403	14952
69	2703	159	6032
191	7316	376	13846
13	0528	69	2703
241	8689	187	7157
293	10416	410	15261
389	14338	286	10199
293	10402	389	14336
69	2703	297	10599
59	2317	376	13823
327	11789	397	14689
403	14952	159	6023
170	6449	159	6020
339	12301	81	3086
293	10405	376	13833
410	15248	69	2703
13	0528	2	0110
222	8195	389	14340
187	7159	403	14974
327	11795	403	14965
44	1708	397	14685
403	14959	353	12925
198	7583	81	3086
397	14693	159	6026
297	10569	376	13838
241	8687	187	7157
44	1724	376	13847
413	15368	259	9268
173	6575	81	3092
2	0114	81	3092
410	15230	376	13833
173	6579	207	7846
59	2313	389	14341
81	3086	159	6032
207	7849	191	7321
327	11787	339	12295
339	12300	403	14944
410	15248	154	5818
198	7564	389	14336
353	12925	389	14337
378	13910	154	5820
198	7567	389	14340
13	0534	159	6034
170	6454	154	5824
345	12575	238	8610
13	0526	159	6026
170	6457	403	14944
378	13902	198	7567
403	14928	286	10199
59	2317	403	14928
339	12297	376	13842
2	0112	297	10596
13	0529	376	13838
69	2697	297	10555
397	14693	159	6026
327	11792	389	14341
327	11795	159	6034
293	10407	44	1706
198	7556	389	14338
378	13933	69	2698
241	8708	353	12935
198	7577	297	10573
296	10520	403	14952
59	2309	286	10199
198	7556	389	14338
241	8687	221	8175
44	1733	191	7334
13	0526	403	14964
259	9269	297	10569
339	12298	389	14342
296	10521	44	1708
378	13909	293	10404
378	13900	44	1721
187	7149	403	14971
191	7316	81	3086
187	7163	173	6568
293	10402	159	6023
173	6577	81	3090
13	0532	187	7160
187	7155	410	15248
397	14690	403	14965
413	15369	389	14337
397	14685	389	14339
397	14691	389	14342
410	15231	327	11795
353	12924	159	6023
187	7161	154	5827
198	7564	389	14341
44	1718	410	15241
198	7564	389	14336
198	7555	339	12292
156	5913	159	6026
173	6572	154	5818
191	7317	69	2703
13	0522	187	7160
410	15231	353	12927
413	15371	389	14338
297	10573	345	12559
241	8708	159	6026
293	10410	389	14341
339	12297	297	10555
59	2313	259	9268
170	6461	221	8167
81	3072	154	5818
59	2310	389	14340
156	5927	2	0082
187	7153	159	6020
81	3074	389	14340
199	7604	187	7148
207	7849	154	5818
293	10410	187	7159
327	11790	159	6029
378	13933	339	12295
293	10413	159	6032
159	6027	154	5822
339	12295	238	8610
241	8686	2	0101
187	7160	81	3085
187	7153	170	6454
13	0534	187	7164
339	12298	403	14928
241	8689	159	6029
198	7564	389	14336
59	2310	410	15230
376	13823	353	12927
207	7849	69	2696
159	6029	154	5825
191	7317	154	5818
403	14970	353	12925
253	9022	9026
253	9061	9062
253	9025	9046
253	9031	9038
253	9035	9056
253	9033	9034
253	9029	9049
253	9050	9059
253	9044	9054
253	9029	9063
253	9028	9045
182	6961	6988
182	6963	6992
182	6958	6982
182	6966	6996
182	6968	6997
182	6957	6978
182	6960	6985
182	6959	6984
182	6961	6989
182	6965	6994
182	6967	6997
416	15479	15503
416	15476	15493
416	15471	15502
416	15475	15491
416	15478	15515
416	15472	15486
416	15476	15494
416	15481	15497
416	15477	15499
416	15471	15499
416	15485	15496
52	2037	2059
52	2038	2060
52	2030	2051
52	2041	2063
52	2033	2054
52	2025	2047
52	2035	2056
52	2036	2057
52	2039	2061
52	2040	2062
52	2021	2045
90	3398	3427
90	3400	3430
90	3400	3431
90	3399	3429
90	3397	3426
90	3398	3428
363	13338	13365
363	13345	13367
363	13337	13365
363	13347	13369
363	13339	13366
363	13335	13364
363	13334	13364
363	13349	13371
106	3972	3975
106	3954	3963
106	3955	3967
106	3959	3973
106	3966	3978
106	3956	3968
224	8273	8276
224	8269	8276
76	2908	2921
76	2916	2918
76	2907	2929
76	2906	2920
76	2928	2931
76	2907	2915
76	2909	2926
76	2927	2930
322	11563	11586
322	11564	11587
322	11556	11580
322	11565	11588
322	11557	11581
322	11546	11575
322	11559	11582
322	11551	11577
322	11562	11585
322	11549	11576
322	11560	11583
362	13313	13323
111	4149	4170
111	4173	4180
111	4146	4170
111	4154	4172
111	4144	4170
111	4148	4164
111	4160	4172
111	4147	4180
111	4167	4174
111	4171	4180
111	4180	4185
343	12488	12503
343	12465	12479
343	12486	12498
343	12463	12503
343	12472	12494
343	12503	12504
343	12453	12472
343	12459	12474
343	12480	12499
343	12454	12480
343	12456	12473
409	15202	15223
409	15198	15207
409	15211	15223
409	15198	15218
409	15190	15223
409	15195	15219
409	15187	15198
409	15188	15217
409	15199	15226
409	15212	15227
409	15214	15225
110	4106	4116
110	4104	4129
110	4113	4128
110	4128	4129
110	4115	4138
110	4113	4118
110	4119	4133
110	4103	4132
110	4103	4130
110	4118	4129
110	4106	4107
46	1794	1801
46	1788	1816
46	1788	1795
46	1788	1804
46	1792	1811
46	1801	1814
46	1810	1815
46	1788	1812
46	1807	1811
54	2134	2144
54	2117	2139
54	2129	2142
54	2119	2140
93	3497	3506
93	3508	3518
93	3493	3498
93	3497	3514
93	3513	3516
93	3496	3510
93	3499	3510
93	3497	3523
333	12023	12045
333	12026	12048
333	12031	12054
333	12015	12038
333	12027	12049
333	12028	12051
333	12020	12042
333	12017	12039
333	12022	12044
333	12025	12046
333	12019	12041
261	9347	9364
261	9347	9352
261	9347	9367
261	9353	9355
261	9355	9375
261	9371	9389
261	9389	9390
386	14227	14257
386	14253	14260
386	14229	14259
386	14226	14255
386	14228	14258
122	4574	4598
122	4575	4602
122	4576	4603
298	10613	10616
298	10609	10618
298	10616	10623
298	10614	10626
298	10618	10629
298	10619	10627
298	10614	10619
298	10618	10622
298	10626	10627
78	2985	3016
78	2984	3016
78	2976	3010
78	2977	3011
78	2983	3015
78	2979	3012
78	2978	3011
78	2975	3010
78	2980	3012
78	2981	3013
215	8043	8057
215	8053	8055
115	4291	4306
361	13265	13284
361	13284	13295
361	13284	13288
361	13254	13282
361	13274	13282
321	11511	11533
321	11522	11537
321	11517	11535
321	11528	11542
321	11520	11536
321	11513	11534
321	11516	11535
321	11529	11543
321	11526	11539
321	11524	11538
83	3150	3167
83	3149	3164
262	9402	9421
262	9411	9428
262	9413	9426
262	9397	9413
262	9406	9423
262	9404	9427
262	9410	9434
262	9401	9420
262	9408	9425
262	9417	9429
262	9420	9430
112	4198	4221
112	4201	4227
112	4199	4222
112	4191	4215
112	4189	4213
112	4194	4217
112	4195	4218
112	4200	4225
112	4197	4220
112	4188	4212
112	4187	4209
117	4365	4381
117	4366	4394
117	4385	4407
117	4370	4400
117	4378	4410
117	4373	4404
117	4374	4404
117	4375	4405
117	4377	4409
117	4369	4399
117	4375	4406
240	8679	8684
240	8672	8684
240	8657	8669
240	8673	8680
56	2203	2228
56	2203	2227
56	2204	2229
56	2197	2221
56	2200	2224
56	2198	2222
56	2196	2220
56	2199	2223
56	2195	2219
56	2201	2225
56	2190	2216
292	10370	10387
292	10367	10386
292	10365	10385
292	10382	10394
292	10386	10400
292	10386	10399
292	10378	10391
292	10381	10393
292	10363	10383
292	10376	10390
292	10364	10385
16	0612	0639
16	0610	0637
16	0614	0641
16	0619	0645
16	0627	0648
16	0630	0649
16	0625	0647
16	0616	0643
16	0615	0642
16	0613	0640
16	0620	0646
373	13715	13730
373	13711	13723
373	13719	13740
373	13718	13738
373	13721	13743
373	13716	13732
373	13720	13742
373	13713	13725
373	13717	13735
373	13712	13724
265	9529	9553
265	9529	9554
201	7670	7681
201	7683	7696
253	9033	93	3493
122	4575	56	2203
343	12453	78	2977
76	2906	322	11551
54	2117	16	0610
343	12454	112	4200
46	1807	78	2983
111	4180	83	3150
343	12488	110	4113
322	11562	16	0620
343	12456	78	2983
262	9406	373	13719
110	4103	262	9420
343	12503	110	4104
322	11559	262	9410
78	2984	56	2200
333	12026	117	4375
416	15471	78	2976
76	2909	362	13313
416	15481	386	14226
78	2980	361	13265
361	13274	240	8657
112	4198	117	4370
52	2025	333	12028
321	11522	117	4370
321	11526	16	0615
322	11551	409	15187
333	12020	265	9529
78	2984	117	4374
333	12028	117	4377
78	2977	16	0610
322	11551	321	11516
322	11556	112	4198
262	9410	292	10381
90	3398	265	9529
182	6959	322	11551
361	13254	321	11522
52	2041	373	13721
54	2119	115	4291
111	4160	409	15187
182	6965	117	4373
117	4385	56	2198
409	15199	321	11513
363	13347	292	10364
343	12454	292	10378
253	9044	90	3397
52	2035	292	10382
78	2980	373	13713
261	9371	16	0630
416	15476	409	15187
321	11516	112	4188
93	3497	112	4198
90	3400	343	12453
78	2976	265	9529
322	11549	386	14229
52	2021	386	14229
322	11551	361	13265
333	12026	321	11522
253	9044	322	11557
333	12015	215	8053
343	12463	110	4113
409	15214	373	13712
78	2980	292	10367
343	12463	117	4375
262	9404	373	13718
363	13349	322	11546
416	15475	409	15190
182	6963	56	2198
416	15476	240	8672
52	2030	78	2985
333	12026	321	11522
409	15187	110	4113
333	12022	262	9404
298	10614	112	4191
112	4195	265	9529
112	4195	373	13715
343	12488	93	3496
363	13338	321	11516
409	15187	110	4113
363	13345	54	2119
83	3150	201	7683
52	2036	373	13718
386	14253	56	2203
78	2975	373	13715
111	4160	240	8672
90	3400	215	8043
54	2129	321	11526
321	11528	262	9402
261	9371	292	10386
52	2037	373	13719
93	3496	56	2196
76	2908	16	0613
110	4113	321	11517
52	2030	16	0610
363	13338	240	8672
262	9408	292	10378
110	4118	16	0630
78	2980	83	3150
321	11524	262	9406
409	15198	261	9371
76	2909	111	4167
321	11513	117	4365
262	9404	201	7683
409	15212	115	4291
253	9022	373	13715
416	15481	106	3956
106	3959	333	12023
343	12463	93	3499
52	2021	292	10365
298	10614	117	4377
111	4149	333	12025
409	15199	333	12025
182	6968	292	10376
46	1810	56	2201
333	12022	240	8672
52	2036	56	2201
182	6966	373	13718
93	3496	117	4370
409	15214	373	13712
112	4191	56	2199
52	2038	117	4377
90	3400	409	15188
416	15471	78	2976
253	9029	292	10386
409	15195	112	4187
117	4369	56	2190
321	11522	56	2196
111	4146	298	10609
322	11559	298	10609
416	15475	409	15211
52	2025	292	10370
362	13313	343	12488
76	2906	111	4167
361	13254	292	10363
111	4154	343	12488
76	2907	122	4574
112	4188	240	8672
182	6961	409	15188
292	10382	373	13720
117	4366	240	8679
409	15188	54	2117
182	6960	262	9401
322	11551	361	13274
363	13338	361	13254
363	13345	333	12015
106	3972	110	4104
46	1810	56	2201
409	15212	16	0612
322	11556	78	2979
182	6958	292	10370
46	1792	262	9402
52	2025	56	2199
253	9022	416	15477
76	2906	333	12022
76	2909	93	3496
363	13349	262	9404
76	2906	46	1794
110	4119	262	9417
292	10386	16	0625
322	11556	111	4154
253	9022	409	15195
253	9022	321	11524
182	6968	112	4189
386	14253	298	10613
262	9406	56	2203
343	12488	321	11522
52	2025	46	1792
292	10378	16	0615
322	11556	240	8673
78	2980	361	13274
56	2198	265	9529
333	12019	112	4189
46	1788	117	4377
363	13349	409	15187
52	2039	16	0619
117	4374	16	0619
78	2981	16	0612
363	13337	240	8672
333	12031	373	13721
322	11549	112	4191
343	12454	373	13720
93	3497	16	0616
343	12463	321	11522
409	15198	261	9371
93	3496	361	13265
240	8672	373	13711
90	3398	321	11524
363	13347	112	4191
361	13274	240	8657
361	13254	321	11522
292	10367	201	7683
322	11556	93	3496
343	12454	262	9411
110	4113	240	8672
76	2906	333	12022
182	6966	111	4160
416	15472	343	12472
343	12454	373	13716
110	4128	292	10386
111	4173	409	15198
106	3956	343	12453
182	6961	321	11526
224	8269	343	12503
46	1788	298	10609
110	4103	298	10616
52	2021	321	11513
333	12028	78	2983
321	11516	240	8657
111	4180	321	11517
90	3397	262	9397
111	4147	93	3497
76	2907	373	13719
110	4113	361	13265
261	9371	292	10386
52	2039	292	10378
253	9022	416	15471
52	2030	321	11526
111	4154	361	13274
90	3397	409	15190
90	3400	117	4369
333	12028	56	2204
343	12453	78	2978
111	4154	240	8679
46	1807	117	4377
262	9406	117	4385
409	15188	78	2977
52	2025	111	4149
322	11559	262	9402
76	2928	111	4148
117	4365	292	10364
111	4160	361	13254
182	6959	117	4366
182	6963	16	0613
46	1788	262	9410
322	11565	112	4197
52	2033	386	14253
321	11526	56	2190
52	2037	298	10613
52	2033	76	2907
112	4188	56	2196
117	4385	373	13717
90	3399	386	14229
361	13274	117	4366
363	13338	322	11546
76	2909	46	1794
117	4370	373	13718
321	11529	16	0620
343	12488	16	0616
76	2908	16	0613
321	11528	56	2204
182	6959	416	15476
343	12465	112	4191
111	4180	240	8672
83	3149	112	4187
106	3959	333	12031
46	1792	333	12025
416	15477	90	3398
322	11564	111	4146
343	12465	298	10609
253	9044	322	11557
321	11522	83	3150
117	4374	56	2195
112	4200	292	10382
90	3397	78	2981
52	2038	56	2204
361	13254	201	7683
111	4167	343	12463
110	4113	333	12026
78	2980	83	3150
78	2977	56	2195
253	9044	333	12019
321	11526	262	9408
343	12454	112	4200
409	15212	333	12019
416	15475	409	15202
117	4375	56	2196
363	13347	333	12025
224	8269	361	13284
54	2129	56	2195
117	4378	292	10382
106	3972	110	4118
363	13349	361	13265
78	2984	56	2200
343	12463	93	3499
106	3959	78	2981
46	1810	112	4188
78	2979	56	2196
343	12488	78	2979
361	13274	112	4188
253	9022	182	6963
52	2040	76	2909
298	10609	292	10381
111	4171	292	10386
46	1788	262	9410
343	12503	261	9371
106	3972	110	4128
112	4198	56	2196
416	15476	322	11546
322	11565	112	4197
322	11560	409	15188
9	0373	0374
9	0379	0383
9	0361	0387
9	0362	0396
9	0356	0395
9	0381	0395
9	0358	0376
9	0390	0395
9	0375	0395
9	0362	0383
9	0351	0373
401	14844	14866
401	14863	14879
401	14846	14867
401	14857	14873
401	14861	14878
401	14855	14871
401	14853	14870
401	14841	14864
401	14865	14881
401	14856	14872
401	14851	14869
190	7286	7298
190	7285	7300
190	7287	7302
190	7287	7313
190	7280	7313
190	7280	7302
190	7299	7306
190	7283	7299
190	7280	7310
190	7297	7305
190	7300	7311
341	12356	12380
341	12375	12396
341	12378	12399
341	12353	12377
341	12363	12387
341	12364	12388
341	12360	12384
341	12377	12397
341	12361	12385
341	12346	12369
341	12370	12391
272	9777	9790
272	9765	9777
272	9772	9789
272	9784	9790
272	9767	9769
272	9765	9784
272	9769	9781
272	9776	9789
60	2358	2381
60	2375	2390
60	2352	2379
60	2361	2382
60	2373	2386
60	2369	2384
60	2376	2391
60	2371	2385
60	2374	2388
105	3914	3951
105	3911	3948
105	3911	3947
105	3915	3951
105	3913	3949
105	3912	3949
37	1493	1514
37	1489	1492
37	1505	1514
37	1483	1511
37	1483	1484
37	1503	1514
157	5940	5955
157	5936	5958
157	5942	5962
157	5935	5964
157	5960	5973
157	5941	5959
157	5957	5969
157	5944	5966
157	5952	5971
157	5965	5970
157	5937	5949
288	10249	10258
288	10241	10262
337	12199	12211
337	12212	12218
337	12208	12217
337	12194	12212
337	12216	12221
337	12200	12210
337	12203	12214
337	12183	12215
337	12192	12195
337	12183	12214
337	12203	12215
423	15753	15772
423	15761	15776
423	15762	15777
423	15771	15782
423	15766	15779
423	15764	15778
423	15768	15780
423	15772	15783
317	11367	11386
317	11366	11388
317	11368	11386
172	6533	6560
172	6527	6556
172	6532	6560
172	6526	6555
172	6531	6559
172	6529	6557
189	7254	7275
189	7245	7277
189	7268	7274
189	7265	7275
168	6374	6397
168	6369	6393
168	6368	6391
168	6369	6392
168	6371	6396
