10	250
3510471	19	3622222	4
3529987	45	3578998	34
3578998	6	3687902	41
3578998	37	5583008	28
3578998	38	5569981	15
3587383	2	6549862	10
3589472	12	3730744	16
3589472	12	5604363	10
3597808	40	5604363	19
3600675	15	3807193	12
3610327	1	4572741	2
3610327	18	3611879	16
3610327	18	3730744	16
3610327	28	4773573	3
3611879	38	4638404	26
3611879	23	6549862	14
3611879	16	4908437	11
3611879	23	3683215	8
3611879	31	4681522	20
3611879	23	5725655	2
3611879	31	5583008	28
3622222	7	4572741	2
3632668	7	4681522	4
3632668	14	4972453	7
3632668	7	5308173	5
3687902	11	4773573	19
3692767	10	4203692	13
3692767	3	4273026	9
3692767	3	4396550	7
3692767	3	4203692	13
3712746	3	4572741	2
3712746	6	3730744	5
3712746	11	3743316	49
3712746	6	3743316	16
3712746	15	5225691	5
3712746	3	3883399	28
3712746	6	5937337	15
3712746	11	5569981	2
3724648	17	4586904	14
3730744	5	4007035	7
3730744	5	5349303	7
3743316	1	4992243	2
3800780	5	4181758	7
3800780	3	4572741	2
3800780	5	4823546	16
3800780	5	3896677	8
3807193	22	4396550	7
3818748	14	4153138	14
3818748	14	3994768	34
3860376	18	5725655	18
3862423	12	4586904	14
3862423	12	4681522	20
3896677	9	4074525	24
3896677	9	3925368	17
3896677	8	4356874	31
3896677	9	5349303	12
3925368	23	4396550	7
3954183	19	5166378	20
3954183	19	5604363	10
3954183	56	4992243	4
3994768	22	5583008	6
3994768	23	4681522	13
4007035	7	5166378	25
4153138	13	5216165	4
4153138	14	4908437	11
4181758	7	4438468	5
4203692	13	5142374	7
4203692	13	6392685	36
4273026	9	4356874	37
4356874	27	5349303	20
4416000	18	5583008	6
4416000	5	5142374	1
4438468	12	4908437	11
4572741	2	4992243	23
4572741	2	5873163	2
4586904	2	5308173	5
4874651	15	5216165	4
4972453	7	5937337	11
4972453	4	5569981	16
5096181	13	5569981	15
5142374	8	5216165	4
5166378	20	5725655	2
5937337	16	6166434	23
5937337	8	6166434	23
2928029	180	190
2928029	159	189
2930154	17	21
2930503	5	14
2930503	12	14
2930503	5	18
2930503	12	18
2933395	13	45
2940100	8	13
2960015	8	17
2960015	8	19
2960015	4	8
2961085	14	19
2961085	4	19
2965415	14	17
3011272	7	10
3011272	3	17
3011272	3	10
3011272	3	7
3017782	14	15
3017782	5	14
3019061	19	26
3030892	4	18
3030892	9	20
3030892	27	28
3046990	10	16
3050478	9	19
3050478	5	19
3050478	9	11
3050478	5	9
3050478	5	11
3056623	10	33
3056623	33	39
3056623	26	33
3056623	7	10
3069557	27	40
3069557	13	40
3075313	17	20
3075313	14	20
3077316	9	17
3079277	1	7
3094263	19	28
3094263	19	27
3094263	13	27
3094263	28	30
3094263	27	28
3101039	9	13
3107376	1	15
3116983	7	11
3116983	2	7
3116983	2	11
3131306	5	11
3136962	5	13
3136962	8	16
3136962	16	38
3136962	8	13
3136962	8	38
3143135	7	11
3143135	6	7
3143135	7	8
3181865	7	14
3182094	31	213
3182094	66	137
3182094	8	137
3196637	2	4
3200217	6	20
3247564	4	14
3299998	11	18
3326745	3	10
3341112	14	20
3341112	14	24
3341112	3	20
3357905	19	29
3357905	19	22
3357905	22	29
3358233	22	29
3366058	8	29
3366058	8	12
3366058	12	29
3374941	4	5
3374941	5	8
3374941	4	8
3374941	8	16
3377042	1	12
3400330	20	43
3400330	6	18
3400330	18	31
3400330	6	43
3400330	6	38
3400330	15	31
3408254	4	24
3408254	4	8
3432455	3	17
3432881	25	32
3432881	3	38
3432881	53	78
3432881	32	34
3435598	6	20
3435598	2	4
3435752	8	11
3449553	4	12
3449553	4	5
3449553	5	14
3456797	11	15
3469515	2	30
3469515	2	25
3469515	25	29
3469515	29	30
3470973	3	7
3470973	3	4
3470973	4	7
3476654	4	13
3480246	40	49
3480246	55	58
3480246	43	49
3480246	5	58
3480246	32	34
3554468	8	18
3554468	9	10
3560768	3	13
3630292	10	17
3630292	5	10
3648839	13	27
3650004	9	10
3652766	4	12
3652766	6	12
3652766	4	27
3663681	2	21
3663681	2	23
3663681	23	27
3663681	2	18
3663681	13	18
3663681	3	23
3697476	3	9
3697476	6	9
3697476	3	6
3723214	1	8
3723214	8	19
3788989	1	19
3788989	8	19
3795018	1	5
3795018	5	23
3795018	5	16
3795018	1	16
3797727	4	25
3797727	25	31
3797727	13	25
3797727	4	13
3797727	25	37
3797727	31	37
3808021	2	14
3815306	29	30
3815306	13	30
3815306	17	29
3935020	1	30
3935020	4	5
3935020	2	4
3935020	1	2
3935020	3	10
3935020	5	10
3935020	5	19
3958008	6	9
3984772	3	4
3984772	3	19
3984772	18	19
4061809	27	35
4061809	19	35
4061809	15	35
4076871	1	11
4097366	6	22
4097366	3	8
4097366	7	19
4097366	3	12
4111426	1	28
4111426	1	7
4111426	7	28
4131608	5	15
4131608	12	15
4131608	12	24
4134757	13	28
4134757	4	13
4156656	12	14
4193003	37	56
4193003	8	41
4193003	41	62
4193003	27	56
4193003	8	21
4228422	3	16
4228422	3	29
4322542	6	11
4322542	2	4
4334838	4	11
4336694	9	44
4336694	3	53
4336694	7	36
4336694	5	22
4336694	44	55
4355399	4	18
4355399	13	15
4355399	13	17
4415201	27	32
4415201	11	32
4415201	3	32
4415900	11	21
4415900	20	21
4415900	7	25
4418099	2	10
4418099	9	10
4418099	2	9
4434461	3	21
4552582	10	24
4552582	21	22
4552582	22	24
4646781	2	4
4708943	12	14
4729433	13	17
4831424	5	10
4831424	5	18
4831424	10	16
4831424	10	18
4836884	48	54
4836884	3	11
4836884	11	54
4836884	54	64
4933278	3	9
5145425	23	27
5145425	12	27
5243044	11	15
5243044	7	15
5243044	11	17
5249697	17	21
5287030	1	4
5444355	3	5
5444355	3	18
5475949	9	18
5666714	3	11
5666714	2	5
5666714	3	5
5734180	6	8
5768706	13	21
5768706	15	21
5768706	8	15
5768706	13	15
5911712	3	10
5911712	7	10
5911712	2	7
6109225	11	41
6109225	10	11
6152976	37	38
6152976	23	38
2928029	190	3200217	6
2928029	179	3723214	19
2928029	180	3432881	67
2928029	190	6152976	37
2928029	179	4111426	1
2928029	171	3435752	11
2930154	21	4415900	21
2930154	17	4552582	21
2930154	21	3697476	9
2930154	17	3046990	10
2930154	21	3652766	12
2930154	21	3597775	7
2930503	14	3143135	7
2930503	12	3341112	14
2930503	18	3597775	7
2933395	4	4097366	7
2933395	45	3358233	22
2940100	8	3094263	19
2940100	13	4729433	13
2940100	8	4933278	3
2940100	8	6212900	11
2960015	8	6212900	7
2960015	17	3181865	7
2960015	8	5287030	1
2960015	19	3652766	27
2961085	13	3377042	1
2961085	13	4646781	30
2961085	23	3648839	13
2965415	14	3449553	12
2965415	17	3432455	17
2965415	17	3579495	16
3004904	7	4552582	10
3004904	7	3131306	24
3004904	1	3046990	16
3004904	1	6109225	6
3011272	3	3182094	8
3011272	17	3797727	13
3011272	17	3432455	3
3011272	10	3019061	37
3011272	3	3935020	2
3011272	7	3470973	4
3011272	7	3797727	25
3017782	5	5734180	8
3017782	14	3663681	13
3017782	15	3797727	25
3017782	5	4111426	1
3017782	14	3030892	27
3019061	37	3697476	9
3019061	26	3077316	6
3019061	26	3663681	21
3019061	26	3935020	5
3019061	19	3663681	3
3027311	10	3089868	4
3027311	10	3299998	24
3030892	18	4836884	3
3030892	18	3050478	11
3030892	9	3341483	19
3046990	4	4249528	3
3046990	10	4415201	3
3046990	10	3079277	7
3046990	16	3808021	2
3050478	9	3143135	6
3050478	11	3400330	41
3056623	10	4415900	21
3069557	27	4249528	3
3069557	13	3808021	2
3069557	15	3666199	2
3069557	27	4147558	2
3069557	15	3815306	29
3069557	40	3795018	1
3069557	27	4193003	56
3070255	8	3470973	4
3070255	8	3579495	16
3070255	8	4729433	13
3070255	8	3476654	4
3070255	8	3469515	2
3075313	17	3579495	16
3075313	14	4334838	11
3075313	17	4296890	24
3075313	14	3795018	23
3075313	14	3187851	1
3075313	17	3788989	8
3075313	17	5444355	5
3077316	9	5145425	23
3077316	6	3432455	17
3077316	17	3131306	5
3077316	9	5444355	3
3079277	7	3408254	24
3079277	1	3187851	1
3079277	1	3828984	4
3089868	4	6109225	41
3089868	4	3808021	2
3089868	4	3984772	4
3094263	27	4418099	2
3101039	13	3311695	3
3101039	13	4997946	5
3101039	9	3597775	7
3101039	9	3247564	14
3101039	9	3828984	4
3107376	15	4249528	3
3107376	1	4336694	22
3107376	1	5666714	11
3116983	2	4997946	5
3116983	11	4355399	13
3116983	11	3326745	10
3116983	7	3366058	1
3116983	2	5444355	18
3131306	11	3247564	4
3131306	11	3299998	23
3136962	8	3326745	10
3136962	16	4322542	2
3143135	11	5145425	27
3143135	11	3341483	19
3181865	7	5243044	17
3181865	14	4156656	12
3182094	101	5287030	1
3196637	4	3374941	5
3196637	4	3984772	45
3196637	2	4228422	3
3200217	20	3554468	18
3200217	20	4415201	3
3247564	13	3333138	10
3247564	14	3341483	19
3247564	13	4147558	2
3247564	13	3579495	16
3299998	12	3435752	8
3299998	18	3875284	2
3299998	12	4097366	6
3311695	3	3449553	14
3311695	3	3400330	18
3326745	3	3935020	5
3326745	3	3377042	1
3333138	10	3504430	9
3333138	10	5734180	6
3333138	10	4193003	27
3341112	14	3788989	1
3341112	24	4355399	17
3341112	3	5145425	27
3341483	19	3366058	12
3341483	19	3432881	53
3357905	29	5768706	21
3357905	22	3597775	7
3358233	29	4336694	21
3358233	22	3808021	2
3366058	12	3579495	16
3366058	8	3666199	2
3366058	12	4228422	20
3374941	5	5734180	6
3377042	1	5249697	22
3377042	1	3935020	3
3377042	1	3432881	43
3400330	20	4228422	29
3400330	34	4418099	9
3408254	24	3931192	8
3408254	24	3470973	7
3408254	8	4997946	5
3408254	8	3652766	12
3432455	17	4296890	24
3432455	17	3560768	13
3432455	17	4415201	3
3432881	3	4336694	44
3435598	2	4111426	1
3435752	8	4097366	8
3435752	8	3469515	25
3449553	9	3648839	13
3449553	14	4334838	11
3456797	11	3560768	28
3456797	15	4334838	4
3469515	2	4997946	5
3470973	7	4334838	11
3470973	7	5243044	7
3470973	3	3797727	4
3475389	18	3648839	34
3475389	18	5911712	10
3475389	18	3648839	13
3475389	5	3808021	14
3480246	87	4334838	4
3480246	58	5145425	27
3482213	20	3652766	6
3482213	20	5444355	18
3504430	9	3958008	6
3504430	17	4076871	1
3554468	10	5145425	23
3560768	28	4831424	9
3597775	7	4418099	9
3630292	10	3650004	9
3630292	17	4729433	13
3630292	5	4434461	21
3650004	9	4296890	24
3652766	13	5261198	9
3652766	13	3984772	34
3652766	13	4646781	15
3652766	27	3875284	2
3652766	6	4836884	11
3663681	2	5666714	2
3663681	23	4415900	20
3663681	13	5243044	11
3663681	2	3788989	1
3663681	18	4434461	3
3666199	11	4097366	22
3666199	11	5145425	27
3697476	6	5287030	4
3723214	1	4729433	17
3723214	8	5768706	15
3723214	19	6109225	6
3788989	19	4076871	10
3795018	4	4415201	3
3795018	16	4249528	3
3795018	23	4156656	14
3795018	23	5145425	23
3808021	2	5444355	18
3808021	2	3958008	6
3808021	14	3875284	2
3815306	17	3935020	10
3815306	13	5261198	9
3828984	4	4322542	6
3828984	4	4228422	16
3875284	2	5734180	6
3875284	2	4111426	14
3931192	8	4296890	24
3931192	8	4415900	21
3935020	10	4193003	62
3958008	6	4147558	2
3984772	38	5249697	21
3984772	18	4111426	28
4061809	27	6152976	38
4061809	13	4552582	21
4076871	1	4415201	27
4097366	22	4552582	21
4097366	6	5768706	21
4131608	13	4729433	17
4147558	2	4646781	24
4156656	12	4418099	10
4193003	41	4836884	11
4228422	20	5734180	6
4228422	16	4334838	11
4334838	4	5768706	21
4336694	5	4646781	8
4355399	15	5287030	1
4418099	10	5444355	5
4831424	16	6212900	11
4933278	9	6212900	4
4933278	9	5734180	6
4997946	5	5287030	4
4997946	5	5249697	17
4997946	5	6109225	41
5243044	7	6212900	7
5249697	17	6152976	23
5287030	4	5666714	11
5666714	2	5734180	8
2942175	7	10
2942175	10	15
2942806	2	4
2942806	2	37
2942806	4	20
2980745	11	20
2980745	11	15
2980745	15	20
2981816	1	13
2981816	11	21
2981816	1	5
2981816	5	13
2981816	11	13
2983851	1	14
2990425	1	14
2990425	7	12
2990425	7	14
2990425	1	12
2991303	21	22
2991303	11	21
2999543	2	13
2999543	6	13
3013806	5	11
3013806	5	12
3013806	11	12
3014305	9	10
3016166	7	18
3016166	6	18
3018183	3	7
3019109	1	30
3019109	6	30
3019109	1	6
3025400	11	16
3025400	2	16
3027110	8	13
3027110	2	13
3027110	2	8
3030668	6	11
3030668	5	16
3030668	11	16
3030668	6	16
3036754	8	13
3036754	2	13
3042854	16	21
3042854	19	21
3042854	16	19
3059522	1	11
3059522	6	11
3072221	4	6
3072221	4	8
3078459	2	26
3078995	8	16
3078995	8	11
3078995	7	16
3083664	9	17
3083664	9	19
3083664	9	23
3083664	17	19
3090925	1	47
3091396	17	21
3091396	25	34
3091396	23	25
3091396	4	21
3091396	25	31
3091396	23	31
3091396	17	31
3129791	1	16
3134589	9	13
3134589	5	13
3134589	5	9
3178852	10	15
3178852	12	14
3178852	20	39
3178852	8	12
3181362	14	19
3196368	32	38
3196368	15	38
3196368	38	42
3196368	1	32
3196368	1	34
3196368	32	42
3196368	30	42
3209529	32	38
3220245	2	17
3220245	17	24
3220245	17	19
3221454	3	4
3236759	3	23
3257687	11	23
3257687	23	31
3257687	11	31
3295292	1	13
3295292	8	13
3295292	1	8
3315161	10	24
3317445	14	17
3347587	17	25
3347587	29	35
3347587	14	35
3347587	17	35
3385128	26	31
3385128	28	31
3385128	28	33
3385128	31	33
3396631	16	104
3396631	67	78
3398681	15	16
3398681	16	17
3399014	18	26
3399014	18	27
3399014	1	15
3399014	17	26
3400424	18	29
3400424	18	26
3408718	5	21
3408718	27	30
3439965	14	22
3439965	18	22
3439965	22	24
3453476	7	29
3508628	6	12
3508628	11	12
3544366	13	20
3544366	11	16
3552376	1	2
3552376	1	6
3556158	33	37
3556158	6	34
3602977	7	11
3613585	12	16
3615106	2	17
3615106	4	17
3615106	5	17
3615106	9	17
3615106	5	9
3635793	3	21
3637250	17	23
3668917	20	24
3688509	17	26
3688509	19	26
3688509	22	26
3688509	4	26
3688509	4	19
3688576	5	39
3688576	16	39
3688576	13	39
3688576	3	21
3712799	13	15
3755005	5	10
3774109	21	29
3774109	10	21
3819588	16	18
3819588	18	44
3819588	16	44
3830119	4	27
3833514	4	13
3840810	3	10
3840810	1	3
3840810	3	5
3840810	1	5
3840810	5	10
3845245	24	32
3845245	24	36
3845245	18	27
3858115	16	29
3858115	2	80
3868191	13	29
3868191	4	29
3868191	4	13
3875952	8	16
3882204	9	11
3882204	6	9
3887651	7	14
3887651	2	5
3887651	2	14
3887651	5	14
3896074	12	15
3896074	12	17
3900523	53	73
3900523	2	28
3900523	2	50
3900523	28	50
3900523	28	33
3987668	9	35
3987668	9	37
3987668	20	37
3987668	35	37
3987668	3	32
4161982	2	17
4197678	18	33
4197678	3	33
4197678	8	10
4263802	20	38
4263802	20	33
4296357	15	22
4296357	11	22
4341913	4	66
4341913	30	40
4341913	62	68
4446467	24	38
4446467	3	18
4446467	18	32
4446467	3	32
4513448	9	13
4550086	5	7
4571330	7	16
4571330	27	67
4571330	1	16
4571330	7	13
4571330	1	27
4571330	1	13
4588024	1	19
4680788	11	35
4680788	6	13
4680788	13	18
4680788	13	21
4680788	11	13
4680788	6	21
4746337	4	9
4774362	4	16
4774362	61	72
4855952	3	20
4857044	6	24
4857044	19	24
4857044	6	19
5015107	1	4
5015107	1	12
5043972	11	14
5043972	4	8
5043972	11	15
5043972	8	11
5072416	4	13
5077481	8	10
5077481	2	8
5153714	10	12
5196965	2	19
5274598	11	13
5327610	3	12
5327610	25	26
5544358	1	11
5587543	34	38
5675606	25	32
5675606	11	32
5675606	11	25
6230258	3	22
6230258	3	43
6230258	22	32
6573530	47	50
6573530	30	43
6573530	28	47
2942175	7	3882204	6
2942806	37	4161982	17
2942806	2	4513448	13
2942806	20	3868191	4
2942806	2	3018183	3
2973326	7	3544366	1
2973326	7	5675606	32
2973326	7	4274308	2
2980745	15	4855952	3
2980745	20	5373057	5
2981816	21	3887651	2
2981816	5	3833514	13
2981816	11	3742969	11
2981816	21	3398681	16
2983851	1	4341913	28
2983851	14	5327610	7
2983851	8	3178852	15
2983851	8	3209529	38
2983851	14	3891645	16
2983851	1	3019109	30
2990425	1	3129791	16
2990425	1	4855952	3
2990425	12	4197678	3
2991303	22	3868191	13
2991303	21	3688509	19
2991303	28	3137953	3
2991303	22	3871681	21
2999543	2	3688576	21
2999543	13	5587543	34
3013806	11	3544366	20
3013806	12	3613585	16
3013806	11	3868191	4
3013806	5	3394509	3
3014305	9	3317445	17
3014305	2	3078459	2
3014305	10	3134589	9
3014305	2	5327610	12
3014305	2	5043972	4
3014305	9	3072221	6
3016166	7	3871681	21
3016166	7	3027110	13
3016166	6	3635793	3
3016166	7	4446467	32
3016166	18	3265368	16
3016166	6	3196368	38
3018183	7	3635793	21
3019109	1	3209529	32
3019109	6	3538539	9
3019109	1	4274308	2
3019109	1	3635793	3
3019109	1	4746337	4
3025400	2	3399014	26
3025400	11	3819588	18
3027110	8	3078995	7
3027110	8	3072221	8
3027110	2	3830119	4
3030668	5	4855952	3
3030668	6	3236759	3
3030668	5	4571330	13
3030668	5	3196368	10
3030668	11	3774109	21
3030668	5	5544358	11
3030668	16	3387525	14
3030668	6	3868191	4
3030668	5	3315161	10
3030668	6	3315161	24
3036754	13	3858115	18
3036754	8	3712799	15
3036754	8	3900523	28
3036754	8	3072221	8
3036754	2	3209529	38
3042854	19	3079593	7
3042854	21	3439965	14
3042854	21	3078459	18
3042854	19	3408718	27
3042854	16	3257687	23
3042854	16	3615106	9
3042854	16	5274598	13
3059522	11	3712799	15
3059522	6	5587543	54
3059522	11	4550086	5
3069800	11	4161982	2
3069800	11	4571330	67
3069800	11	6573530	2
3069800	11	5153714	12
3072221	4	3340508	6
3072221	8	3129791	1
3078459	18	4297691	3
3078459	2	3858115	2
3078459	2	3891645	16
3078995	8	5373057	5
3078995	8	4161982	17
3078995	11	3317445	14
3079570	4	3400424	26
3079570	10	4263802	20
3079570	10	3668917	24
3079593	7	3400424	29
3079593	7	4550086	5
3083664	19	3840810	3
3083664	9	4296357	15
3083664	9	3400424	18
3083664	19	4341913	28
3083664	23	3887651	14
3083664	23	4274308	2
3083664	17	4774362	78
3090925	32	5861947	13
3090925	16	3508628	6
3090925	16	3556158	37
3090925	32	3317445	14
3090925	1	3387525	14
3091396	31	3221454	3
3091396	21	3508628	11
3091396	4	3216408	15
3129791	12	3453476	29
3134589	9	3387525	14
3134589	13	3774109	21
3134589	13	6230258	43
3134589	9	3181362	14
3137953	3	4680788	6
3137953	3	5015107	4
3137953	3	3882204	6
3137953	3	3868191	13
3138464	10	3315161	33
3178852	12	3387525	14
3180549	14	5373057	5
3180549	14	3340508	13
3180549	14	3712799	15
3180549	14	3340508	21
3181362	14	4550086	7
3181362	19	4513448	9
3181362	14	4197678	3
3196368	10	3987668	9
3196368	34	5072416	4
3209529	32	3637250	17
3209529	38	3544366	20
3209529	38	3896074	15
3209529	32	6230258	3
3209529	38	3858115	32
3209529	32	3925786	20
3216408	15	3712799	15
3216408	15	3887651	5
3216408	15	5196965	19
3216408	15	4746337	4
3220245	6	3556158	33
3220245	19	3453476	29
3220245	6	4197678	8
3220245	27	3394509	4
3221454	3	3508628	11
3221454	4	4746337	9
3221454	3	5077481	10
3221454	4	3887651	7
3236759	23	5153714	12
3295292	1	5861947	13
3315161	25	3398681	16
3340508	13	4197678	41
3340508	13	5015107	1
3340508	21	3399014	26
3347587	17	3602977	11
3347587	14	4550086	7
3385128	26	4588024	19
3385128	31	5274598	13
3387525	14	5587543	45
3387525	14	5072416	13
3387525	14	3399014	9
3394509	3	4513448	13
3394509	4	3434452	27
3394509	3	3439965	18
3394509	3	6230258	32
3396631	18	3544366	20
3396631	67	3615106	5
3398681	16	3871681	21
3398681	15	5587543	45
3398681	15	3434452	27
3398681	16	5861947	13
3399014	1	5015107	4
3399014	7	6230258	22
3400424	29	6230258	32
3400424	26	4746337	9
3434452	27	5373057	5
3439965	18	3845245	32
3439965	22	3615106	17
3439965	14	3896074	15
3439965	22	5196965	2
3453476	29	3896074	17
3453476	29	5544358	1
3453476	29	4680788	13
3508628	11	6573530	50
3508628	11	3887651	14
3508628	6	3688509	17
3508628	12	3688509	22
3538539	9	5196965	19
3544366	16	6230258	43
3552376	1	5043972	8
3552376	6	3840810	1
3556158	37	4680788	35
3602977	7	5544358	11
3613585	16	3900523	76
3613585	12	4746337	4
3615106	4	4680788	21
3615106	17	4774362	16
3615106	17	4571330	1
3637250	17	6573530	21
3688509	19	3845245	32
3688509	4	5544358	11
3688509	4	6230258	22
3688576	9	3774109	10
3688576	24	5373057	5
3688576	25	3840810	10
3712799	13	4197678	33
3712799	15	5015107	12
3742969	11	3755005	5
3755005	5	5196965	19
3774109	10	4857044	24
3774109	21	4263802	38
3774109	29	6573530	21
3774109	21	3830119	4
3774109	29	3896074	12
3830119	27	4341913	8
3833514	4	3891645	16
3848020	15	4296357	27
3848020	15	4571330	59
3858115	2	5544358	11
3858115	29	5077481	2
3871681	21	4297691	3
3875952	16	5373057	5
3875952	10	4857044	6
3875952	16	6573530	21
3882204	11	4341913	4
3882204	6	5153714	10
3887651	2	3925786	20
3887651	5	3896074	17
3891645	16	4513448	9
3900523	53	4774362	47
3987668	9	6293841	23
4161982	2	4341913	4
4263802	33	5373057	5
4341913	13	5196965	2
4341913	40	6230258	32
4446467	32	4855952	20
4513448	13	4680788	6
4550086	7	5274598	13
4550086	5	4571330	51
4550086	5	5015107	14
4588024	1	5613764	35
4588024	19	5043972	8
4774362	41	5077481	10
5077481	8	5153714	12
5327610	19	5373057	5
5587543	20	6573530	47
5613764	35	5675606	11
2933542	12	20
2945096	22	31
2945096	31	43
2945096	22	47
2948360	9	28
2948360	13	16
2948360	9	16
2948913	7	8
2948913	6	8
2948913	6	10
2951768	116	133
2951768	90	110
2951768	69	124
2951768	103	146
2956414	3	13
2957438	3	14
2957438	9	14
2959880	13	16
2959880	16	20
2987649	15	18
2987649	13	15
2998239	25	64
2998239	83	85
2998239	25	58
2998239	74	76
3033454	2	19
3033454	18	19
3033454	2	18
3041467	8	12
3041467	8	16
3041467	12	16
3053338	11	36
3053338	13	36
3072911	2	13
3092388	8	20
3121907	11	25
3125601	1	28
3125601	17	28
3125601	3	17
3125601	1	3
3135079	6	13
3163249	2	15
3163249	14	15
3164196	4	14
3164196	4	8
3164196	8	14
3169780	24	37
3169780	24	40
3169780	8	37
3180237	10	16
3180237	2	16
3180325	10	12
3203733	17	30
3203733	66	91
3203733	30	91
3216273	8	16
3219778	35	45
3219778	52	60
3219778	45	60
3222942	9	26
3224117	15	45
3224117	15	31
3224117	31	45
3224117	31	42
3224117	42	45
3226241	2	6
3239653	6	23
3262524	3	15
3262524	3	12
3274388	15	18
3274388	17	30
3303074	7	11
3303074	1	50
3303074	21	43
3303116	11	34
3312554	5	21
3312554	8	21
3331263	11	29
3331263	22	32
3331263	20	29
3331263	20	22
3331263	11	32
3331263	18	22
3333183	65	69
3333183	57	65
3333183	57	69
3333183	22	61
3333545	10	16
3333557	14	28
3333557	14	23
3333977	12	14
3347140	4	13
3347140	2	12
3347140	4	12
3354583	11	18
3354583	8	18
3354583	8	11
3354583	10	13
3375229	17	33
3375229	33	45
3392344	3	8
3392344	3	10
3392344	8	10
3441152	10	22
3441152	10	16
3453478	4	11
3453478	4	31
3453478	4	6
3453478	6	31
3511864	2	3
3543122	1	27
3543122	1	13
3550939	54	77
3550939	30	67
3550939	44	77
3550939	44	54
3550939	44	63
3568326	8	18
3572691	20	41
3572691	15	41
3593112	1	5
3593112	7	14
3593112	1	7
3593112	3	20
3653572	23	28
3653572	17	24
3653572	6	24
3653572	2	17
3666718	8	14
3666718	8	17
3666718	12	16
3666718	8	12
3729721	10	12
3729721	12	29
3732465	20	24
3748986	6	12
3748986	12	16
3748986	7	12
3748986	7	16
3819615	1	4
3819615	4	8
3834158	10	14
3834158	14	20
3834158	10	20
3847911	4	11
3879977	19	25
3879977	19	31
3879977	13	25
3922289	1	14
3922289	5	14
3922289	7	14
3922289	5	7
3964350	49	69
3964350	36	49
3982894	8	12
4045867	3	5
4100053	17	21
4100053	12	17
4137140	8	28
4168892	10	12
4168892	12	14
4187510	26	39
4187510	18	26
4187510	41	42
4221139	3	13
4221139	5	13
4371004	21	23
4371004	13	21
4422265	26	42
4422265	2	42
4448255	8	19
4448255	8	16
4448255	14	24
4448255	16	24
4448255	3	16
4474577	21	27
4474577	3	21
4474577	3	39
4474577	21	26
4535518	12	30
4535518	12	16
4535518	27	31
4535518	13	27
4546107	4	15
4565194	23	30
4565194	3	22
4565194	22	29
4572322	10	15
4572322	19	20
4572322	8	20
4586797	5	11
4626694	13	31
4626694	14	15
4626694	13	19
4626694	14	19
4644635	15	16
4658287	12	15
4718905	4	34
4718905	10	34
4718905	4	10
4861659	3	15
4883718	17	23
4883718	17	25
4883718	15	23
4903197	7	11
4903197	7	15
4903197	11	15
4903197	2	7
4936479	5	34
4936479	21	46
4936479	11	28
4936479	2	34
4936479	5	42
4990126	8	19
4990126	1	16
4990557	16	25
4990557	19	25
4990557	16	19
5070789	25	52
5070789	4	38
5070789	3	8
5103952	12	16
5123271	1	20
5123271	5	20
5123271	20	30
5123271	1	5
5123271	1	30
5307554	20	22
5307554	20	31
5307554	22	31
5307554	13	22
5438769	7	11
5478140	4	18
5478140	2	15
5478140	4	15
5478140	4	12
5553911	13	23
5553911	23	27
5553911	8	12
5629608	10	13
5629608	10	15
5629608	13	15
5630205	2	4
5630205	3	4
5997749	7	15
6121003	23	36
6121003	31	36
6317420	23	29
6432391	16	24
6432391	16	50
2933542	12	3305207	8
2933542	12	4137140	28
2938943	9	3375229	45
2945096	40	5438769	7
2945096	43	4572322	10
2945096	47	4004412	12
2945096	22	3239653	6
2945096	31	4626694	15
2945096	22	5123271	5
2948360	27	4535518	16
2948360	9	3543122	27
2948360	16	3216273	8
2948360	13	3876919	19
2948360	16	3876919	19
2948360	5	3222942	9
2948360	13	2998239	83
2948360	27	3072911	2
2948913	6	5630205	4
2948913	8	3593112	3
2948913	8	6121003	17
2951768	109	5438769	7
2951768	16	3598507	11
2951768	103	5586718	3
2956414	3	4697554	17
2956414	3	3593112	3
2956414	13	3053338	13
2956414	13	3453478	16
2956414	13	3041467	8
2956414	3	3121907	6
2956414	3	3735092	6
2957438	9	4371004	25
2959267	10	4221139	5
2959267	10	5123271	20
2959880	20	4883718	8
2959880	20	5586718	5
2959880	20	5586718	7
2959880	13	4535518	13
2987649	10	4535518	30
2987649	10	4586797	11
2987649	10	5307554	13
2987649	19	3346010	4
2987649	13	3550939	32
2998239	80	4422265	42
2998239	6	5070789	52
3033454	2	3392344	3
3033454	18	3687570	1
3033454	18	3876919	19
3033454	2	3305207	8
3041467	16	3748986	7
3041467	8	3620810	17
3041467	16	3964350	42
3053338	36	4861659	15
3053338	11	5928307	8
3053338	36	3219778	35
3072911	13	3598507	11
3072911	2	4861659	15
3092388	8	4586797	11
3092388	20	3239653	6
3092388	20	3653572	28
3092388	20	5103952	12
3092388	8	3593112	14
3095182	12	3879977	25
3095182	12	3347140	2
3095182	19	3748986	7
3121907	6	5103952	12
3121907	25	3982894	8
3121907	6	3550939	67
3121907	6	5586718	5
3121907	6	5478140	18
3121907	25	4535518	12
3121907	25	3700767	8
3125601	28	3354583	14
3125601	3	4137140	8
3135079	6	4448255	3
3135079	6	4422265	26
3135079	13	6121003	31
3135079	13	3274388	23
3163249	14	3303116	11
3163249	15	6121003	23
3163249	14	4546107	4
3164196	4	4422265	26
3169780	8	4221139	13
